Game,Team,Opponent,Win_Loss,Runs,Runs Allowed,Day_Night,Attendance,Team,HR Count
82,WSN,STL,Win,7,2,Night,43640,WSH,2
82,BAL,MIL,Loss,1,8,Day,36457,BAL,0
83,BOS,TEX,Win,7,5,Night,45448,BOS,0
82,CHW,OAK,Win,7,2,Night,40019,CHW,0
82,CIN,COL,Loss,3,5,Night,49131,CIN,2
85,COL,CIN,Win,5,3,Night,49131,COL,2
82,KCR,SEA,Win,3,1,Night,35789,KC,2
87,LAA,MIN,Loss,5,9,Night,36182,LAA,2
81,MIA,STL,Loss,6,14,Night,42694,MIA,0
85,MIL,BAL,Win,8,1,Day,36457,MIL,0
82,MIN,LAA,Win,9,5,Night,36182,MIN,2
82,NYM,WSN,Loss,2,3,Night,41681,NYM,1
81,NYY,TOR,Win,6,3,Night,46616,NYY,0
83,OAK,CHW,Loss,2,7,Night,40019,OAK,0
81,PHI,PIT,Win,4,0,Night,26498,PHI,2
83,PIT,PHI,Loss,0,4,Night,26498,PIT,0
84,SEA,KCR,Loss,1,3,Night,35789,SEA,0
82,STL,MIA,Win,14,6,Night,42694,STL,1
83,TEX,BOS,Loss,5,7,Night,45448,TEX,3
82,TOR,NYY,Loss,3,6,Night,46616,TOR,0
83,WSN,NYM,Win,3,2,Night,41681,WSH,1
84,ARI,LAD,Loss,3,4,Night,53159,ARI,1
82,ATL,HOU,Loss,4,16,Night,41456,ATL,0
83,BAL,MIL,Loss,2,6,Day,31818,BAL,1
84,BOS,TEX,Win,11,4,Night,43267,BOS,3
83,CHC,TBR,Loss,5,6,Day,42046,CHC,0
83,CHW,OAK,Loss,6,7,Day,16314,CHW,2
83,CIN,COL,Win,8,1,Night,48338,CIN,3
82,CLE,SDP,Loss,0,1,Night,33869,CLE,0
86,COL,CIN,Loss,1,8,Night,48338,COL,0
82,DET,SFG,Win,5,3,Day,32514,DET,1
84,HOU,ATL,Win,16,4,Night,41456,HOU,3
83,KCR,SEA,Win,7,3,Day,25555,KC,2
88,LAA,MIN,Loss,4,5,Day,25013,LAA,2
85,LAD,ARI,Win,4,3,Night,53159,LAD,1
82,MIA,STL,Win,5,2,Day,38497,MIA,1
86,MIL,BAL,Win,6,2,Day,31818,MIL,4
83,MIN,LAA,Win,5,4,Day,25013,MIN,1
83,NYM,WSN,Loss,4,11,Day,37120,NYM,3
82,NYY,TOR,Loss,1,4,Day,44018,NYY,1
84,OAK,CHW,Win,7,6,Day,16314,OAK,4
82,PHI,PIT,Loss,0,3,Day,24087,PHI,0
84,PIT,PHI,Win,3,0,Day,24087,PIT,2
83,SDP,CLE,Win,1,0,Night,33869,SD,0
85,SEA,KCR,Loss,3,7,Day,25555,SEA,0
85,SFG,DET,Loss,3,5,Day,32514,SF,2
83,STL,MIA,Loss,2,5,Day,38497,STL,1
85,TBR,CHC,Win,6,5,Day,42046,TB,1
84,TEX,BOS,Loss,4,11,Night,43267,TEX,2
83,TOR,NYY,Win,4,1,Day,44018,TOR,0
84,WSN,NYM,Win,11,4,Day,37120,WSH,0
85,ARI,LAD,Loss,0,1,Night,40997,ARI,0
83,ATL,HOU,Loss,4,10,Night,37278,ATL,1
84,BAL,MIL,Loss,0,4,Night,27734,BAL,0
85,BOS,TEX,Loss,2,8,Night,32276,BOS,1
84,CHC,TBR,Win,7,3,Day,39855,CHC,1
84,CHW,OAK,Loss,4,7,Day,13813,CHW,2
84,CIN,COL,Loss,3,5,Night,32188,CIN,0
83,CLE,SDP,Loss,2,6,Night,18765,CLE,0
87,COL,CIN,Win,5,3,Night,32188,COL,2
83,DET,SFG,Loss,4,5,Night,26613,DET,0
85,HOU,ATL,Win,10,4,Night,37278,HOU,0
84,KCR,SEA,Win,9,6,Night,15157,KC,3
89,LAA,MIN,Win,2,1,Night,19106,LAA,1
86,LAD,ARI,Win,1,0,Night,40997,LAD,0
83,MIA,STL,Win,9,6,Night,40204,MIA,4
87,MIL,BAL,Win,4,0,Night,27734,MIL,1
84,MIN,LAA,Loss,1,2,Night,19106,MIN,0
83,NYY,TOR,Loss,6,7,Day,38691,NYY,2
85,OAK,CHW,Win,7,4,Day,13813,OAK,1
83,PHI,PIT,Loss,2,5,Night,19099,PHI,1
85,PIT,PHI,Win,5,2,Night,19099,PIT,0
84,SDP,CLE,Win,6,2,Night,18765,SD,1
86,SEA,KCR,Loss,6,9,Night,15157,SEA,3
86,SFG,DET,Win,5,4,Night,26613,SF,0
84,STL,MIA,Loss,6,9,Night,40204,STL,0
86,TBR,CHC,Loss,3,7,Day,39855,TB,0
85,TEX,BOS,Win,8,2,Night,32276,TEX,2
84,TOR,NYY,Win,7,6,Day,38691,TOR,4
86,ARI,LAD,Loss,4,5,Night,41999,ARI,3
84,ATL,WSN,Win,5,2,Night,22724,ATL,1
85,BAL,MIN,Loss,4,6,Night,19706,BAL,1
86,BOS,TBR,Loss,1,4,Night,23375,BOS,0
85,CHC,MIL,Loss,2,11,Day,41576,CHC,1
85,CIN,COL,Win,6,3,Day,27328,CIN,1
84,CLE,SDP,Win,11,2,Night,19057,CLE,3
88,COL,CIN,Loss,3,6,Day,27328,COL,0
84,DET,SFG,Win,6,2,Day,27210,DET,1
86,HOU,TOR,Loss,4,7,Night,40949,HOU,2
87,LAD,ARI,Win,5,4,Night,41999,LAD,1
84,MIA,STL,Loss,3,4,Day,37780,MIA,0
88,MIL,CHC,Win,11,2,Day,41576,MIL,1
85,MIN,BAL,Win,6,4,Night,19706,MIN,0
86,OAK,SEA,Win,7,4,Night,18368,OAK,2
84,PHI,PIT,Loss,3,6,Night,33059,PHI,0
86,PIT,PHI,Win,6,3,Night,33059,PIT,2
85,SDP,CLE,Loss,2,11,Night,19057,SD,0
87,SEA,OAK,Loss,4,7,Night,18368,SEA,2
87,SFG,DET,Loss,2,6,Day,27210,SF,0
85,STL,MIA,Win,4,3,Day,37780,STL,2
87,TBR,BOS,Win,4,1,Night,23375,TB,2
85,TOR,HOU,Win,7,4,Night,40949,TOR,1
85,WSN,ATL,Loss,2,5,Night,22724,WSH,1
87,ARI,CIN,Win,6,3,Night,27006,ARI,1
85,ATL,WSN,Loss,4,5,Night,32664,ATL,1
86,BAL,MIN,Loss,6,9,Night,28668,BAL,3
87,BOS,TBR,Win,8,3,Night,24842,BOS,3
86,CHC,PIT,Win,6,1,Day,41294,CHC,3
85,CHW,COL,Loss,4,12,Night,38386,CHW,1
86,CIN,ARI,Loss,3,6,Night,27006,CIN,2
85,CLE,DET,Win,11,2,Night,32307,CLE,2
89,COL,CHW,Win,12,4,Night,38386,COL,3
85,DET,CLE,Loss,2,11,Night,32307,DET,0
87,HOU,TOR,Win,12,2,Night,37332,HOU,4
85,KCR,LAD,Loss,1,4,Night,48017,KC,0
90,LAA,TEX,Loss,0,10,Night,40276,LAA,0
88,LAD,KCR,Win,4,1,Night,48017,LAD,1
85,MIA,SFG,Win,6,1,Night,41510,MIA,2
89,MIL,NYY,Win,9,4,Night,43472,MIL,2
86,MIN,BAL,Win,9,6,Night,28668,MIN,0
84,NYM,STL,Win,6,5,Night,43849,NYM,2
84,NYY,MIL,Loss,4,9,Night,43472,NYY,2
87,OAK,SEA,Loss,2,7,Night,22213,OAK,0
85,PHI,SDP,Loss,3,4,Night,38533,PHI,1
87,PIT,CHC,Loss,1,6,Day,41294,PIT,0
86,SDP,PHI,Win,4,3,Night,38533,SD,3
88,SEA,OAK,Win,7,2,Night,22213,SEA,1
88,SFG,MIA,Loss,1,6,Night,41510,SF,1
86,STL,NYM,Loss,5,6,Night,43849,STL,4
88,TBR,BOS,Loss,3,8,Night,24842,TB,1
86,TEX,LAA,Win,10,0,Night,40276,TEX,3
86,TOR,HOU,Loss,2,12,Night,37332,TOR,2
86,WSN,ATL,Win,5,4,Night,32664,WSH,0
88,ARI,CIN,Loss,0,7,Night,29806,ARI,1
86,ATL,WSN,Win,13,0,Day,38439,ATL,2
87,BAL,MIN,Win,5,1,Day,26323,BAL,2
88,BOS,TBR,Loss,0,1,Day,23419,BOS,0
87,CHC,PIT,Loss,2,4,Night,41865,CHC,2
86,CHW,COL,Win,5,4,Night,48118,CHW,1
87,CIN,ARI,Win,7,0,Night,29806,CIN,2
86,CLE,DET,Win,4,0,Night,34726,CLE,0
90,COL,CHW,Loss,4,5,Night,48118,COL,1
86,DET,CLE,Loss,0,4,Night,34726,DET,0
88,HOU,TOR,Loss,2,7,Day,46659,HOU,1
86,KCR,LAD,Loss,4,5,Day,45225,KC,1
91,LAA,TEX,Loss,2,5,Night,36817,LAA,1
89,LAD,KCR,Win,5,4,Day,45225,LAD,2
86,MIA,SFG,Win,5,4,Night,41480,MIA,1
90,MIL,NYY,Loss,3,5,Day,40224,MIL,1
87,MIN,BAL,Loss,1,5,Day,26323,MIN,1
85,NYM,STL,Loss,1,4,Day,44013,NYM,1
85,NYY,MIL,Win,5,3,Day,40224,NYY,1
88,OAK,SEA,Win,4,3,Night,28694,OAK,2
86,PHI,SDP,Loss,1,2,Day,33216,PHI,1
88,PIT,CHC,Win,4,2,Night,41865,PIT,1
87,SDP,PHI,Win,2,1,Day,33216,SD,0
89,SEA,OAK,Loss,3,4,Night,28694,SEA,1
89,SFG,MIA,Loss,4,5,Night,41480,SF,0
87,STL,NYM,Win,4,1,Day,44013,STL,1
89,TBR,BOS,Win,1,0,Day,23419,TB,0
87,TEX,LAA,Win,5,2,Night,36817,TEX,2
87,TOR,HOU,Win,7,2,Day,46659,TOR,2
87,WSN,ATL,Loss,0,13,Day,38439,WSH,0
89,ARI,CIN,Loss,1,2,Day,24923,ARI,1
87,ATL,WSN,Loss,5,10,Day,35030,ATL,2
88,BAL,MIN,Win,11,5,Day,25848,BAL,2
89,BOS,TBR,Loss,3,5,Day,20812,BOS,2
88,CHC,PIT,Loss,3,14,Day,41604,CHC,0
87,CHW,COL,Loss,0,10,Day,36541,CHW,0
88,CIN,ARI,Win,2,1,Day,24923,CIN,0
87,CLE,DET,Loss,3,5,Night,24915,CLE,1
91,COL,CHW,Win,10,0,Day,36541,COL,2
87,DET,CLE,Win,5,3,Night,24915,DET,0
89,HOU,TOR,Win,19,1,Day,46622,HOU,5
87,KCR,LAD,Loss,2,5,Day,41524,KC,1
92,LAA,TEX,Win,3,0,Day,28384,LAA,1
90,LAD,KCR,Win,5,2,Day,41524,LAD,3
87,MIA,SFG,Win,10,8,Day,41516,MIA,3
91,MIL,NYY,Win,5,3,Day,43952,MIL,2
88,MIN,BAL,Loss,5,11,Day,25848,MIN,0
86,NYM,STL,Loss,0,6,Day,42925,NYM,0
86,NYY,MIL,Loss,3,5,Day,43952,NYY,1
89,OAK,SEA,Loss,0,4,Day,32661,OAK,0
87,PHI,SDP,Win,7,1,Day,21184,PHI,6
89,PIT,CHC,Win,14,3,Day,41604,PIT,3
88,SDP,PHI,Loss,1,7,Day,21184,SD,0
90,SEA,OAK,Win,4,0,Day,32661,SEA,1
90,SFG,MIA,Loss,8,10,Day,41516,SF,2
88,STL,NYM,Win,6,0,Day,42925,STL,3
90,TBR,BOS,Win,5,3,Day,20812,TB,1
88,TEX,LAA,Loss,0,3,Day,28384,TEX,0
88,TOR,HOU,Loss,1,19,Day,46622,TOR,1
88,WSN,ATL,Win,10,5,Day,35030,WSH,0
90,ARI,ATL,Loss,3,4,Night,38852,ARI,1
88,ATL,ARI,Win,4,3,Night,38852,ATL,1
89,BAL,CHC,Loss,8,9,Night,34335,BAL,2
90,BOS,NYY,Win,5,4,Night,37570,BOS,1
89,CHC,BAL,Win,9,8,Night,34335,CHC,5
88,CHW,SEA,Loss,2,4,Night,20311,CHW,0
89,CIN,WSN,Loss,0,5,Night,28916,CIN,0
88,CLE,OAK,Loss,0,5,Night,19870,CLE,0
92,COL,NYM,Loss,2,14,Night,27582,COL,0
88,DET,TOR,Loss,2,7,Night,37879,DET,1
90,HOU,MIN,Win,10,5,Night,38006,HOU,2
88,KCR,TEX,Loss,3,5,Night,35591,KC,1
93,LAA,TBR,Loss,1,2,Night,38119,LAA,1
91,LAD,MIA,Win,6,4,Night,21858,LAD,3
88,MIA,LAD,Loss,4,6,Night,21858,MIA,0
92,MIL,PHI,Win,9,6,Night,41941,MIL,2
89,MIN,HOU,Loss,5,10,Night,38006,MIN,1
87,NYM,COL,Win,14,2,Night,27582,NYM,2
87,NYY,BOS,Loss,4,5,Night,37570,NYY,1
90,OAK,CLE,Win,5,0,Night,19870,OAK,2
88,PHI,MIL,Loss,6,9,Night,41941,PHI,1
90,PIT,STL,Win,5,2,Night,24988,PIT,1
89,SDP,SFG,Loss,4,5,Night,34970,SD,0
91,SEA,CHW,Win,4,2,Night,20311,SEA,1
91,SFG,SDP,Win,5,4,Night,34970,SF,1
89,STL,PIT,Loss,2,5,Night,24988,STL,1
91,TBR,LAA,Win,2,1,Night,38119,TB,1
89,TEX,KCR,Win,5,3,Night,35591,TEX,2
89,TOR,DET,Win,7,2,Night,37879,TOR,2
89,WSN,CIN,Win,5,0,Night,28916,WSH,2
91,ARI,ATL,Loss,5,8,Night,41627,ARI,0
89,ATL,ARI,Win,8,5,Night,41627,ATL,2
90,BAL,CHC,Loss,3,10,Night,40258,BAL,1
91,BOS,NYY,Loss,1,4,Day,36936,BOS,0
90,CHC,BAL,Win,10,3,Night,40258,CHC,3
89,CHW,SEA,Loss,3,4,Night,21743,CHW,1
90,CIN,WSN,Loss,7,10,Night,36462,CIN,1
89,CLE,OAK,Loss,3,5,Night,33021,CLE,1
93,COL,NYM,Loss,3,9,Night,34783,COL,0
89,DET,TOR,Win,11,1,Night,40036,DET,3
91,HOU,MIN,Loss,2,4,Night,41038,HOU,1
89,KCR,TEX,Loss,0,1,Night,32907,KC,0
94,LAA,TBR,Loss,3,6,Night,38515,LAA,2
92,LAD,MIA,Win,7,1,Night,22609,LAD,2
89,MIA,LAD,Loss,1,7,Night,22609,MIA,0
93,MIL,PHI,Win,3,2,Night,37950,MIL,2
90,MIN,HOU,Win,4,2,Night,41038,MIN,1
88,NYM,COL,Win,9,3,Night,34783,NYM,3
88,NYY,BOS,Win,4,1,Day,36936,NYY,1
91,OAK,CLE,Win,5,3,Night,33021,OAK,3
89,PHI,MIL,Loss,2,3,Night,37950,PHI,1
91,PIT,STL,Loss,0,4,Night,35658,PIT,0
90,SDP,SFG,Win,5,3,Night,36266,SD,3
92,SEA,CHW,Win,4,3,Night,21743,SEA,2
92,SFG,SDP,Loss,3,5,Night,36266,SF,1
90,STL,PIT,Win,4,0,Night,35658,STL,0
92,TBR,LAA,Win,6,3,Night,38515,TB,2
90,TEX,KCR,Win,1,0,Night,32907,TEX,0
90,TOR,DET,Loss,1,11,Night,40036,TOR,0
90,WSN,CIN,Win,10,7,Night,36462,WSH,3
92,ARI,ATL,Loss,1,7,Day,36637,ARI,0
90,ATL,ARI,Win,7,1,Day,36637,ATL,2
91,BAL,CHC,Loss,0,8,Day,31105,BAL,0
92,BOS,NYY,Loss,0,3,Day,37343,BOS,0
93,BOS,NYY,Win,3,0,Night,36719,BOS,1
91,CHC,BAL,Win,8,0,Day,31105,CHC,2
90,CHW,SEA,Loss,6,7,Day,24502,CHW,3
91,CIN,WSN,Loss,4,14,Day,25712,CIN,0
90,CLE,OAK,Loss,3,7,Day,25509,CLE,1
94,COL,NYM,Win,13,4,Day,28745,COL,3
90,DET,TOR,Win,6,5,Day,37173,DET,1
92,HOU,MIN,Win,5,3,Day,38253,HOU,0
90,KCR,TEX,Win,4,3,Day,23163,KC,0
95,LAA,TBR,Win,4,3,Day,36178,LAA,1
93,LAD,MIA,Win,3,2,Day,22119,LAD,1
90,MIA,LAD,Loss,2,3,Day,22119,MIA,0
94,MIL,PHI,Loss,2,5,Day,41747,MIL,1
91,MIN,HOU,Loss,3,5,Day,38253,MIN,2
89,NYM,COL,Loss,4,13,Day,28745,NYM,2
89,NYY,BOS,Win,3,0,Day,37343,NYY,1
90,NYY,BOS,Loss,0,3,Night,36719,NYY,0
92,OAK,CLE,Win,7,3,Day,25509,OAK,1
90,PHI,MIL,Win,5,2,Day,41747,PHI,1
92,PIT,STL,Win,4,3,Day,29247,PIT,1
91,SDP,SFG,Win,7,1,Day,30561,SD,2
93,SEA,CHW,Win,7,6,Day,24502,SEA,3
93,SFG,SDP,Loss,1,7,Day,30561,SF,0
91,STL,PIT,Loss,3,4,Day,29247,STL,1
93,TBR,LAA,Loss,3,4,Day,36178,TB,1
91,TEX,KCR,Loss,3,4,Day,23163,TEX,2
91,TOR,DET,Loss,5,6,Day,37173,TOR,3
91,WSN,CIN,Win,14,4,Day,25712,WSH,5
91,ATL,CHC,Loss,3,4,Night,41256,ATL,0
92,BAL,TEX,Win,3,1,Night,14922,BAL,1
94,BOS,TOR,Loss,3,4,Night,36144,BOS,0
92,CHC,ATL,Win,4,3,Night,41256,CHC,1
92,CIN,WSN,Loss,1,6,Day,17574,CIN,1
91,CLE,SFG,Win,5,3,Night,39538,CLE,1
95,COL,SDP,Win,9,6,Night,37561,COL,2
91,DET,KCR,Win,10,2,Night,26359,DET,2
93,HOU,SEA,Loss,7,9,Night,24701,HOU,2
91,KCR,DET,Loss,2,10,Night,26359,KC,1
91,MIA,PHI,Win,6,5,Night,17146,MIA,3
95,MIL,PIT,Loss,2,4,Night,18506,MIL,0
92,MIN,NYY,Win,4,2,Night,27566,MIN,0
90,NYM,STL,Loss,3,6,Night,29977,NYM,2
91,NYY,MIN,Loss,2,4,Night,27566,NYY,0
93,OAK,TBR,Loss,2,3,Night,9736,OAK,1
91,PHI,MIA,Loss,5,6,Night,17146,PHI,0
93,PIT,MIL,Win,4,2,Night,18506,PIT,0
92,SDP,COL,Loss,6,9,Night,37561,SD,2
94,SEA,HOU,Win,9,7,Night,24701,SEA,4
94,SFG,CLE,Loss,3,5,Night,39538,SF,0
92,STL,NYM,Win,6,3,Night,29977,STL,2
94,TBR,OAK,Win,3,2,Night,9736,TB,2
92,TEX,BAL,Loss,1,3,Night,14922,TEX,0
92,TOR,BOS,Win,4,3,Night,36144,TOR,1
92,WSN,CIN,Win,6,1,Day,17574,WSH,3
93,ARI,CIN,Win,11,2,Night,19989,ARI,2
92,ATL,CHC,Loss,1,5,Night,41541,ATL,1
93,BAL,TEX,Win,12,1,Night,18119,BAL,4
95,BOS,TOR,Win,5,4,Night,36488,BOS,3
93,CHC,ATL,Win,5,1,Night,41541,CHC,2
91,CHW,LAD,Loss,0,1,Night,23088,CHW,0
93,CIN,ARI,Loss,2,11,Night,19989,CIN,1
92,CLE,SFG,Loss,1,2,Night,39151,CLE,0
96,COL,SDP,Win,9,7,Night,40101,COL,1
92,DET,KCR,Win,9,3,Night,22908,DET,2
94,HOU,SEA,Win,6,2,Night,27111,HOU,2
92,KCR,DET,Loss,3,9,Night,22908,KC,0
96,LAA,WSN,Loss,3,4,Night,43345,LAA,2
94,LAD,CHW,Win,1,0,Night,23088,LAD,0
92,MIA,PHI,Loss,2,5,Night,18176,MIA,1
96,MIL,PIT,Loss,3,4,Night,20462,MIL,1
93,MIN,NYY,Loss,3,6,Night,33114,MIN,1
91,NYM,STL,Loss,0,5,Night,29964,NYM,0
92,NYY,MIN,Win,6,3,Night,33114,NYY,1
94,OAK,TBR,Loss,3,4,Night,15231,OAK,1
92,PHI,MIA,Win,5,2,Night,18176,PHI,2
94,PIT,MIL,Win,4,3,Night,20462,PIT,2
93,SDP,COL,Loss,7,9,Night,40101,SD,2
95,SEA,HOU,Loss,2,6,Night,27111,SEA,0
95,SFG,CLE,Win,2,1,Night,39151,SF,0
93,STL,NYM,Win,5,0,Night,29964,STL,0
95,TBR,OAK,Win,4,3,Night,15231,TB,1
93,TEX,BAL,Loss,1,12,Night,18119,TEX,1
93,TOR,BOS,Loss,4,5,Night,36488,TOR,0
93,WSN,LAA,Win,4,3,Night,43345,WSH,3
94,ARI,CIN,Loss,3,4,Night,16573,ARI,1
93,ATL,CHC,Loss,2,8,Day,40054,ATL,2
94,BAL,TEX,Win,10,2,Night,15693,BAL,1
96,BOS,TOR,Win,5,1,Night,37360,BOS,0
94,CHC,ATL,Win,8,2,Day,40054,CHC,3
92,CHW,LAD,Loss,1,9,Night,24907,CHW,1
94,CIN,ARI,Win,4,3,Night,16573,CIN,1
93,CLE,SFG,Loss,4,5,Day,41067,CLE,0
97,COL,SDP,Win,18,4,Day,37128,COL,5
93,DET,KCR,Loss,3,4,Night,30105,DET,1
95,HOU,SEA,Loss,1,4,Day,35191,HOU,0
93,KCR,DET,Win,4,3,Night,30105,KC,1
97,LAA,WSN,Win,7,0,Night,41065,LAA,2
95,LAD,CHW,Win,9,1,Night,24907,LAD,4
93,MIA,PHI,Loss,3,10,Day,31854,MIA,2
97,MIL,PIT,Loss,2,3,Night,24401,MIL,1
94,MIN,NYY,Win,6,1,Day,33380,MIN,1
92,NYM,STL,Win,7,3,Night,32228,NYM,0
93,NYY,MIN,Loss,1,6,Day,33380,NYY,0
95,OAK,TBR,Win,7,2,Day,17019,OAK,1
93,PHI,MIA,Win,10,3,Day,31854,PHI,0
95,PIT,MIL,Win,3,2,Night,24401,PIT,0
94,SDP,COL,Loss,4,18,Day,37128,SD,1
96,SEA,HOU,Win,4,1,Day,35191,SEA,1
96,SFG,CLE,Win,5,4,Day,41067,SF,1
94,STL,NYM,Loss,3,7,Night,32228,STL,0
96,TBR,OAK,Loss,2,7,Day,17019,TB,0
94,TEX,BAL,Loss,2,10,Night,15693,TEX,1
94,TOR,BOS,Loss,1,5,Night,37360,TOR,0
94,WSN,LAA,Loss,0,7,Night,41065,WSH,0
95,ARI,CIN,Win,12,2,Day,19711,ARI,4
94,ATL,LAD,Win,6,3,Night,45636,ATL,1
95,BAL,TEX,Win,9,7,Night,14691,BAL,4
97,BOS,TOR,Loss,6,8,Day,37094,BOS,1
95,CIN,ARI,Loss,2,12,Day,19711,CIN,2
94,DET,KCR,Loss,4,16,Night,29018,DET,0
94,KCR,DET,Win,16,4,Night,29018,KC,2
96,LAD,ATL,Loss,3,6,Night,45636,LAD,1
98,MIL,PIT,Loss,2,4,Day,33493,MIL,0
93,NYM,STL,Win,3,2,Day,39640,NYM,2
94,NYY,SEA,Win,4,1,Night,35175,NYY,1
96,PIT,MIL,Win,4,2,Day,33493,PIT,1
95,SDP,SFG,Win,5,2,Night,41166,SD,2
97,SEA,NYY,Loss,1,4,Night,35175,SEA,0
97,SFG,SDP,Loss,2,5,Night,41166,SF,0
95,STL,NYM,Loss,2,3,Day,39640,STL,1
95,TEX,BAL,Loss,7,9,Night,14691,TEX,1
95,TOR,BOS,Win,8,6,Day,37094,TOR,2
96,ARI,WSN,Win,6,5,Night,37858,ARI,3
95,ATL,LAD,Win,12,3,Night,46083,ATL,3
96,BAL,HOU,Loss,7,8,Night,25784,BAL,1
98,BOS,LAA,Win,6,2,Night,37714,BOS,0
95,CHC,STL,Loss,4,11,Day,42186,CHC,1
93,CHW,KCR,Loss,6,7,Night,29647,CHW,0
96,CIN,MIA,Loss,1,3,Night,21851,CIN,0
94,CLE,TOR,Win,13,3,Night,34284,CLE,2
98,COL,PIT,Loss,5,13,Night,41192,COL,1
95,DET,MIN,Win,6,3,Night,22369,DET,2
96,HOU,BAL,Win,8,7,Night,25784,HOU,3
95,KCR,CHW,Win,7,6,Night,29647,KC,1
98,LAA,BOS,Loss,2,6,Night,37714,LAA,1
97,LAD,ATL,Loss,3,12,Night,46083,LAD,0
94,MIA,CIN,Win,3,1,Night,21851,MIA,0
99,MIL,PHI,Loss,1,6,Night,17550,MIL,1
95,MIN,DET,Loss,3,6,Night,22369,MIN,0
94,NYM,OAK,Win,7,5,Night,26969,NYM,2
95,NYY,SEA,Win,5,1,Night,34073,NYY,1
96,OAK,NYM,Loss,5,7,Night,26969,OAK,0
94,PHI,MIL,Win,6,1,Night,17550,PHI,1
97,PIT,COL,Win,13,5,Night,41192,PIT,1
96,SDP,SFG,Win,12,9,Night,41145,SD,2
98,SEA,NYY,Loss,1,5,Night,34073,SEA,0
98,SFG,SDP,Loss,9,12,Night,41145,SF,1
96,STL,CHC,Win,11,4,Day,42186,STL,1
97,TBR,TEX,Loss,3,4,Night,24461,TB,3
96,TEX,TBR,Win,4,3,Night,24461,TEX,2
96,TOR,CLE,Loss,3,13,Night,34284,TOR,0
95,WSN,ARI,Loss,5,6,Night,37858,WSH,0
97,ARI,WSN,Loss,3,4,Night,39176,ARI,0
96,ATL,LAD,Loss,2,6,Night,47497,ATL,0
97,BAL,HOU,Loss,4,8,Night,32524,BAL,2
99,BOS,LAA,Loss,3,7,Night,43829,BOS,0
96,CHC,STL,Win,3,2,Day,41969,CHC,0
94,CHW,KCR,Loss,2,7,Night,34088,CHW,1
97,CIN,MIA,Loss,4,5,Night,24099,CIN,1
95,CLE,TOR,Win,2,1,Night,34569,CLE,1
99,COL,PIT,Win,7,3,Night,48235,COL,0
96,DET,MIN,Loss,5,6,Night,33700,DET,1
97,HOU,BAL,Win,8,4,Night,32524,HOU,3
96,KCR,CHW,Win,7,2,Night,34088,KC,5
99,LAA,BOS,Win,7,3,Night,43829,LAA,1
98,LAD,ATL,Win,6,2,Night,47497,LAD,3
95,MIA,CIN,Win,5,4,Night,24099,MIA,2
100,MIL,PHI,Win,9,8,Night,17712,MIL,2
96,MIN,DET,Win,6,5,Night,33700,MIN,0
95,NYM,OAK,Win,6,5,Night,39629,NYM,2
96,NYY,SEA,Loss,5,6,Night,46197,NYY,1
97,OAK,NYM,Loss,5,6,Night,39629,OAK,2
95,PHI,MIL,Loss,8,9,Night,17712,PHI,3
98,PIT,COL,Loss,3,7,Night,48235,PIT,1
97,SDP,SFG,Loss,4,5,Day,40936,SD,1
99,SEA,NYY,Win,6,5,Night,46197,SEA,3
99,SFG,SDP,Win,5,4,Day,40936,SF,0
97,STL,CHC,Loss,2,3,Day,41969,STL,2
98,TBR,TEX,Loss,3,4,Night,20568,TB,0
97,TEX,TBR,Win,4,3,Night,20568,TEX,1
97,TOR,CLE,Loss,1,2,Night,34569,TOR,1
96,WSN,ARI,Win,4,3,Night,39176,WSH,1
98,ARI,WSN,Loss,2,6,Day,32720,ARI,0
97,ATL,LAD,Loss,4,5,Day,44701,ATL,1
98,BAL,HOU,Win,9,7,Day,21533,BAL,1
100,BOS,LAA,Loss,2,3,Day,40471,BOS,1
97,CHC,STL,Win,5,3,Night,41582,CHC,2
95,CHW,KCR,Loss,4,5,Day,23184,CHW,0
98,CIN,MIA,Win,6,3,Day,20526,CIN,3
96,CLE,TOR,Win,8,1,Day,30701,CLE,1
100,COL,PIT,Win,13,3,Day,40118,COL,5
97,DET,MIN,Win,9,6,Day,28373,DET,1
98,HOU,BAL,Loss,7,9,Day,21533,HOU,2
97,KCR,CHW,Win,5,4,Day,23184,KC,4
100,LAA,BOS,Win,3,2,Day,40471,LAA,3
99,LAD,ATL,Win,5,4,Day,44701,LAD,2
96,MIA,CIN,Loss,3,6,Day,20526,MIA,1
101,MIL,PHI,Loss,3,6,Day,21258,MIL,0
97,MIN,DET,Loss,6,9,Day,28373,MIN,2
96,NYM,OAK,Loss,2,3,Day,29037,NYM,1
97,NYY,SEA,Win,6,4,Day,38503,NYY,3
98,OAK,NYM,Win,3,2,Day,29037,OAK,3
96,PHI,MIL,Win,6,3,Day,21258,PHI,1
99,PIT,COL,Loss,3,13,Day,40118,PIT,1
98,SDP,SFG,Win,5,2,Day,41372,SD,1
100,SEA,NYY,Loss,4,6,Day,38503,SEA,0
100,SFG,SDP,Loss,2,5,Day,41372,SF,0
98,STL,CHC,Loss,3,5,Night,41582,STL,2
99,TBR,TEX,Loss,5,6,Day,16954,TB,0
98,TEX,TBR,Win,6,5,Day,16954,TEX,4
98,TOR,CLE,Loss,1,8,Day,30701,TOR,1
97,WSN,ARI,Win,6,2,Day,32720,WSH,2
99,ARI,ATL,Win,10,2,Night,20862,ARI,2
