Game,Team,Opponent,Win_Loss,Runs,Runs Allowed,Day_Night,Attendance,Team,HR Count
40,NYM,LAA,Win,3,0,Night,36542,NYM,1
39,NYY,TBR,Loss,4,5,Night,21146,NYY,1
42,OAK,BOS,Win,3,2,Night,24728,OAK,1
39,PHI,PIT,Win,7,2,Night,25795,PHI,1
42,PIT,PHI,Loss,2,7,Night,25795,PIT,0
44,SDP,ARI,Loss,1,10,Night,22187,SD,0
43,SEA,CHW,Loss,1,2,Night,32371,SEA,0
43,SFG,STL,Win,6,5,Night,44548,SF,0
39,STL,SFG,Loss,5,6,Night,44548,STL,1
44,TBR,NYY,Win,5,4,Night,21146,TB,0
43,TEX,DET,Win,5,3,Night,33122,TEX,2
43,TOR,BAL,Loss,3,5,Night,31916,TOR,0
41,WSN,ATL,Loss,4,7,Night,35369,WSH,1
44,ARI,SDP,Win,9,1,Night,29969,ARI,1
40,ATL,WSN,Win,5,2,Day,37347,ATL,3
41,BAL,TOR,Win,7,5,Night,45416,BAL,3
42,BOS,OAK,Loss,3,8,Day,20235,BOS,1
41,CHW,SEA,Win,16,1,Night,33801,CHW,4
42,CIN,COL,Win,12,8,Day,25188,CIN,3
41,CLE,HOU,Win,3,0,Day,34698,CLE,1
44,COL,CIN,Loss,8,12,Day,25188,COL,0
41,DET,TEX,Win,9,3,Night,35166,DET,4
43,HOU,CLE,Loss,0,3,Day,34698,HOU,0
45,LAA,NYM,Loss,5,7,Night,37264,LAA,0
44,LAD,MIA,Loss,6,10,Night,52850,LAD,3
42,MIA,LAD,Win,10,6,Night,52850,MIA,1
41,NYM,LAA,Win,7,5,Night,37264,NYM,0
40,NYY,TBR,Loss,5,9,Day,22864,NYY,2
43,OAK,BOS,Win,8,3,Day,20235,OAK,4
40,PHI,PIT,Loss,3,6,Day,32572,PHI,0
43,PIT,PHI,Win,6,3,Day,32572,PIT,1
45,SDP,ARI,Loss,1,9,Night,29969,SD,0
44,SEA,CHW,Loss,1,16,Night,33801,SEA,0
44,SFG,STL,Win,3,1,Night,45072,SF,0
40,STL,SFG,Loss,1,3,Night,45072,STL,0
45,TBR,NYY,Win,9,5,Day,22864,TB,3
44,TEX,DET,Loss,3,9,Night,35166,TEX,1
44,TOR,BAL,Loss,5,7,Night,45416,TOR,2
42,WSN,ATL,Loss,2,5,Day,37347,WSH,0
45,ARI,SDP,Loss,1,5,Day,27198,ARI,1
41,ATL,WSN,Loss,2,3,Day,32895,ATL,0
42,BAL,TOR,Loss,1,3,Day,36632,BAL,1
43,BOS,OAK,Win,12,3,Day,20691,BOS,1
42,CHC,MIL,Win,13,6,Day,41671,CHC,4
42,CHW,SEA,Win,8,1,Day,36782,CHW,1
43,CIN,COL,Loss,4,6,Day,23352,CIN,2
42,CLE,HOU,Win,8,6,Day,33476,CLE,1
45,COL,CIN,Win,6,4,Day,23352,COL,4
42,DET,TEX,Loss,2,5,Night,24080,DET,1
44,HOU,CLE,Loss,6,8,Day,33476,HOU,4
42,KCR,MIN,Win,6,4,Day,,KC,4
43,KCR,MIN,Loss,4,8,Day,27852,KC,3
46,LAA,NYM,Win,12,5,Day,39501,LAA,4
45,LAD,MIA,Win,6,3,Day,44646,LAD,1
43,MIA,LAD,Loss,3,6,Day,44646,MIA,1
44,MIL,CHC,Loss,6,13,Day,41671,MIL,1
39,MIN,KCR,Loss,4,6,Day,,MIN,0
40,MIN,KCR,Win,8,4,Day,27852,MIN,3
42,NYM,LAA,Loss,5,12,Day,39501,NYM,3
41,NYY,TBR,Win,3,2,Day,20873,NYY,1
44,OAK,BOS,Loss,3,12,Day,20691,OAK,1
41,PHI,PIT,Loss,0,1,Day,24445,PHI,0
44,PIT,PHI,Win,1,0,Day,24445,PIT,0
46,SDP,ARI,Win,5,1,Day,27198,SD,1
45,SEA,CHW,Loss,1,8,Day,36782,SEA,1
45,SFG,STL,Loss,3,8,Day,47533,SF,2
41,STL,SFG,Win,8,3,Day,47533,STL,1
46,TBR,NYY,Loss,2,3,Day,20873,TB,1
45,TEX,DET,Win,5,2,Night,24080,TEX,2
45,TOR,BAL,Win,3,1,Day,36632,TOR,1
43,WSN,ATL,Win,3,2,Day,32895,WSH,1
46,ARI,CHW,Win,5,1,Night,18333,ARI,2
42,ATL,PIT,Win,5,2,Night,21896,ATL,2
43,BAL,MIN,Loss,7,14,Night,12882,BAL,1
43,CHC,SFG,Loss,4,6,Night,36204,CHC,2
43,CHW,ARI,Loss,1,5,Night,18333,CHW,1
44,CIN,CLE,Win,5,1,Night,26794,CIN,1
43,CLE,CIN,Loss,1,5,Night,26794,CLE,1
46,COL,PHI,Win,8,1,Night,21251,COL,1
43,DET,HOU,Loss,0,1,Night,22146,DET,0
45,HOU,DET,Win,1,0,Night,22146,HOU,0
44,KCR,NYY,Loss,2,4,Night,35005,KC,1
47,LAA,TBR,Win,3,2,Night,12249,LAA,1
41,MIN,BAL,Win,14,7,Night,12882,MIN,2
42,NYY,KCR,Win,4,2,Night,35005,NYY,3
42,PHI,COL,Loss,1,8,Night,21251,PHI,0
45,PIT,ATL,Loss,2,5,Night,21896,PIT,0
46,SFG,CHC,Win,6,4,Night,36204,SF,3
47,TBR,LAA,Loss,2,3,Night,12249,TB,2
47,ARI,CHW,Win,5,4,Night,17865,ARI,2
43,ATL,PIT,Win,6,5,Night,25040,ATL,1
44,BAL,MIN,Loss,0,2,Night,13294,BAL,0
44,BOS,TEX,Win,11,6,Night,34769,BOS,0
44,CHC,SFG,Win,4,1,Night,32905,CHC,3
44,CHW,ARI,Loss,4,5,Night,17865,CHW,3
45,CIN,CLE,Loss,7,8,Night,26334,CIN,1
44,CLE,CIN,Win,8,7,Night,26334,CLE,4
47,COL,PHI,Win,8,2,Night,17109,COL,3
44,DET,HOU,Loss,2,6,Night,23179,DET,1
46,HOU,DET,Win,6,2,Night,23179,HOU,2
45,KCR,NYY,Win,6,2,Night,35931,KC,4
48,LAA,TBR,Win,4,0,Night,9014,LAA,2
46,LAD,STL,Win,2,1,Night,41248,LAD,1
44,MIA,OAK,Win,11,9,Night,12835,MIA,1
45,MIL,TOR,Loss,3,4,Night,30742,MIL,0
42,MIN,BAL,Win,2,0,Night,13294,MIN,1
43,NYM,SDP,Win,9,3,Night,24337,NYM,2
43,NYY,KCR,Loss,2,6,Night,35931,NYY,2
45,OAK,MIA,Loss,9,11,Night,12835,OAK,3
43,PHI,COL,Loss,2,8,Night,17109,PHI,1
46,PIT,ATL,Loss,5,6,Night,25040,PIT,1
47,SDP,NYM,Loss,3,9,Night,24337,SD,1
46,SEA,WSN,Loss,1,10,Night,29650,SEA,1
47,SFG,CHC,Loss,1,4,Night,32905,SF,0
42,STL,LAD,Loss,1,2,Night,41248,STL,0
48,TBR,LAA,Loss,0,4,Night,9014,TB,0
46,TEX,BOS,Loss,6,11,Night,34769,TEX,1
46,TOR,MIL,Win,4,3,Night,30742,TOR,1
44,WSN,SEA,Win,10,1,Night,29650,WSH,4
48,ARI,CHW,Win,8,6,Day,18002,ARI,1
44,ATL,PIT,Loss,5,12,Night,25981,ATL,0
45,BAL,MIN,Loss,3,4,Day,32267,BAL,3
45,BOS,TEX,Win,9,4,Night,36089,BOS,0
45,CHC,SFG,Win,5,4,Night,35617,CHC,2
45,CHW,ARI,Loss,6,8,Day,18002,CHW,2
46,CIN,CLE,Win,4,3,Night,19426,CIN,1
45,CLE,CIN,Loss,3,4,Night,19426,CLE,1
48,COL,PHI,Win,7,2,Night,19160,COL,1
45,DET,HOU,Win,6,3,Night,26481,DET,1
47,HOU,DET,Loss,3,6,Night,26481,HOU,1
46,KCR,NYY,Loss,0,3,Night,34610,KC,0
49,LAA,TBR,Loss,2,5,Night,9975,LAA,1
47,LAD,STL,Loss,1,6,Night,40653,LAD,0
45,MIA,OAK,Loss,1,4,Day,19738,MIA,0
46,MIL,TOR,Loss,4,8,Day,26607,MIL,2
43,MIN,BAL,Win,4,3,Day,32267,MIN,0
44,NYM,SDP,Loss,5,6,Night,23933,NYM,0
44,NYY,KCR,Win,3,0,Night,34610,NYY,1
46,OAK,MIA,Win,4,1,Day,19738,OAK,1
44,PHI,COL,Loss,2,7,Night,19160,PHI,1
47,PIT,ATL,Win,12,5,Night,25981,PIT,4
48,SDP,NYM,Win,6,5,Night,23933,SD,1
47,SEA,WSN,Loss,1,5,Night,29223,SEA,0
48,SFG,CHC,Loss,4,5,Night,35617,SF,2
43,STL,LAD,Win,6,1,Night,40653,STL,1
49,TBR,LAA,Win,5,2,Night,9975,TB,3
47,TEX,BOS,Loss,4,9,Night,36089,TEX,1
47,TOR,MIL,Win,8,4,Day,26607,TOR,4
45,WSN,SEA,Win,5,1,Night,29223,WSH,1
49,ARI,MIL,Win,4,0,Night,30081,ARI,2
45,ATL,PIT,Loss,4,9,Day,33713,ATL,0
46,BOS,TEX,Win,6,2,Night,33484,BOS,2
46,CHC,SFG,Win,5,1,Day,37513,CHC,3
49,COL,PHI,Loss,1,2,Day,18143,COL,1
46,DET,HOU,Loss,6,7,Night,25046,DET,2
48,HOU,DET,Win,7,6,Night,25046,HOU,4
50,LAA,TBR,Loss,0,4,Day,9459,LAA,0
48,LAD,STL,Win,7,3,Night,47427,LAD,1
47,MIL,ARI,Loss,0,4,Night,30081,MIL,0
45,NYM,SDP,Loss,3,4,Night,24131,NYM,1
45,PHI,COL,Win,2,1,Day,18143,PHI,1
48,PIT,ATL,Win,9,4,Day,33713,PIT,1
49,SDP,NYM,Win,4,3,Night,24131,SD,0
48,SEA,WSN,Win,4,2,Day,18881,SEA,1
49,SFG,CHC,Loss,1,5,Day,37513,SF,0
44,STL,LAD,Loss,3,7,Night,47427,STL,0
50,TBR,LAA,Win,4,0,Day,9459,TB,0
48,TEX,BOS,Loss,2,6,Night,33484,TEX,1
46,WSN,SEA,Loss,2,4,Day,18881,WSH,1
50,ARI,MIL,Win,4,2,Night,25391,ARI,2
46,ATL,SFG,Win,2,0,Night,41326,ATL,0
46,BAL,HOU,Loss,0,2,Night,31380,BAL,0
47,BOS,SEA,Win,3,0,Night,35080,BOS,0
47,CHC,LAD,Loss,0,4,Night,45017,CHC,0
46,CHW,DET,Win,8,2,Night,17842,CHW,2
47,CIN,PHI,Win,5,2,Night,21388,CIN,2
46,CLE,KCR,Loss,4,6,Night,29603,CLE,1
50,COL,STL,Win,10,0,Night,40312,COL,2
47,DET,CHW,Loss,2,8,Night,17842,DET,1
49,HOU,BAL,Win,2,0,Night,31380,HOU,2
47,KCR,CLE,Win,6,4,Night,29603,KC,2
51,LAA,MIA,Loss,5,8,Night,18346,LAA,2
49,LAD,CHC,Win,4,0,Night,45017,LAD,2
46,MIA,LAA,Win,8,5,Night,18346,MIA,3
48,MIL,ARI,Loss,2,4,Night,25391,MIL,1
44,MIN,TBR,Loss,2,5,Night,20949,MIN,0
46,NYM,PIT,Win,8,1,Night,29408,NYM,2
45,NYY,OAK,Loss,1,4,Night,39044,NYY,0
47,OAK,NYY,Win,4,1,Night,39044,OAK,1
46,PHI,CIN,Loss,2,5,Night,21388,PHI,0
49,PIT,NYM,Loss,1,8,Night,29408,PIT,1
50,SDP,WSN,Loss,1,5,Night,28606,SD,1
49,SEA,BOS,Loss,0,3,Night,35080,SEA,0
50,SFG,ATL,Loss,0,2,Night,41326,SF,0
45,STL,COL,Loss,0,10,Night,40312,STL,0
51,TBR,MIN,Win,5,2,Night,20949,TB,3
49,TEX,TOR,Loss,6,7,Night,40754,TEX,1
48,TOR,TEX,Win,7,6,Night,40754,TOR,3
47,WSN,SDP,Win,5,1,Night,28606,WSH,3
51,ARI,MIL,Loss,1,6,Day,29746,ARI,0
47,ATL,SFG,Loss,3,6,Night,41355,ATL,0
47,BAL,HOU,Loss,2,5,Night,32761,BAL,0
48,BOS,SEA,Win,6,0,Day,36985,BOS,1
48,CHC,LAD,Loss,0,5,Day,48322,CHC,0
47,CHW,DET,Win,3,0,Day,,CHW,0
48,CHW,DET,Loss,3,4,Day,26327,CHW,0
48,CIN,PHI,Loss,3,4,Day,30100,CIN,1
47,CLE,KCR,Loss,2,5,Day,30920,CLE,1
51,COL,STL,Loss,0,3,Night,48106,COL,0
48,DET,CHW,Loss,0,3,Day,,DET,0
49,DET,CHW,Win,4,3,Day,26327,DET,2
50,HOU,BAL,Win,5,2,Night,32761,HOU,1
48,KCR,CLE,Win,5,2,Day,30920,KC,1
52,LAA,MIA,Win,5,2,Day,19366,LAA,1
50,LAD,CHC,Win,5,0,Day,48322,LAD,1
47,MIA,LAA,Loss,2,5,Day,19366,MIA,1
49,MIL,ARI,Win,6,1,Day,29746,MIL,1
45,MIN,TBR,Win,5,3,Day,27531,MIN,2
47,NYM,PIT,Loss,4,5,Night,31658,NYM,3
46,NYY,OAK,Win,3,2,Day,40218,NYY,1
48,OAK,NYY,Loss,2,3,Day,40218,OAK,1
47,PHI,CIN,Win,4,3,Day,30100,PHI,3
50,PIT,NYM,Win,5,4,Night,31658,PIT,1
51,SDP,WSN,Loss,0,3,Day,37357,SD,0
50,SEA,BOS,Loss,0,6,Day,36985,SEA,0
51,SFG,ATL,Win,6,3,Night,41355,SF,2
46,STL,COL,Win,3,0,Night,48106,STL,1
52,TBR,MIN,Loss,3,5,Day,27531,TB,1
50,TEX,TOR,Loss,1,3,Day,46825,TEX,1
49,TOR,TEX,Win,3,1,Day,46825,TOR,1
48,WSN,SDP,Win,3,0,Day,37357,WSH,1
52,ARI,MIL,Loss,5,9,Day,41698,ARI,0
48,ATL,SFG,Loss,1,7,Day,42343,ATL,0
48,BAL,HOU,Loss,4,8,Day,34720,BAL,2
49,BOS,SEA,Loss,0,5,Day,37174,BOS,0
49,CHC,LAD,Loss,4,9,Day,47732,CHC,3
49,CHW,DET,Win,7,3,Day,27578,CHW,3
49,CIN,PHI,Win,8,4,Day,25413,CIN,5
48,CLE,KCR,Win,10,1,Day,23136,CLE,1
52,COL,STL,Win,8,4,Day,48372,COL,1
50,DET,CHW,Loss,3,7,Day,27578,DET,0
51,HOU,BAL,Win,8,4,Day,34720,HOU,1
49,KCR,CLE,Loss,1,10,Day,23136,KC,1
53,LAA,MIA,Loss,2,9,Day,20444,LAA,1
51,LAD,CHC,Win,9,4,Day,47732,LAD,4
48,MIA,LAA,Win,9,2,Day,20444,MIA,2
50,MIL,ARI,Win,9,5,Day,41698,MIL,1
46,MIN,TBR,Loss,6,8,Day,28951,MIN,1
48,NYM,PIT,Win,7,2,Night,21828,NYM,1
47,NYY,OAK,Win,9,5,Day,45232,NYY,1
49,OAK,NYY,Loss,5,9,Day,45232,OAK,1
48,PHI,CIN,Loss,4,8,Day,25413,PHI,1
51,PIT,NYM,Loss,2,7,Night,21828,PIT,1
52,SDP,WSN,Win,5,3,Day,30243,SD,1
51,SEA,BOS,Win,5,0,Day,37174,SEA,2
52,SFG,ATL,Win,7,1,Day,42343,SF,0
47,STL,COL,Loss,4,8,Day,48372,STL,4
53,TBR,MIN,Win,8,6,Day,28951,TB,2
51,TEX,TOR,Win,3,1,Day,46188,TEX,1
50,TOR,TEX,Loss,1,3,Day,46188,TOR,0
49,WSN,SDP,Loss,3,5,Day,30243,WSH,0
53,ARI,PIT,Loss,3,4,Day,16939,ARI,1
49,ATL,LAA,Win,6,3,Night,38251,ATL,0
49,BAL,NYY,Win,3,2,Day,40242,BAL,0
50,BOS,CHW,Loss,4,5,Day,27148,BOS,1
50,CHC,SDP,Loss,2,5,Day,41414,CHC,0
50,CHW,BOS,Win,5,4,Day,27148,CHW,1
50,CIN,TOR,Loss,2,17,Night,29844,CIN,1
49,CLE,OAK,Win,5,3,Day,20792,CLE,3
53,COL,SEA,Loss,5,6,Day,40298,COL,2
51,DET,KCR,Win,10,7,Night,28419,DET,1
52,HOU,MIN,Win,16,8,Day,24472,HOU,3
50,KCR,DET,Loss,7,10,Night,28419,KC,2
54,LAA,ATL,Loss,3,6,Night,38251,LAA,3
52,LAD,STL,Win,5,1,Day,46241,LAD,3
49,MIA,PHI,Win,4,1,Night,17032,MIA,1
51,MIL,NYM,Loss,2,4,Day,34830,MIL,1
47,MIN,HOU,Loss,8,16,Day,24472,MIN,2
49,NYM,MIL,Win,4,2,Day,34830,NYM,0
48,NYY,BAL,Loss,2,3,Day,40242,NYY,1
50,OAK,CLE,Loss,3,5,Day,20792,OAK,3
49,PHI,MIA,Loss,1,4,Night,17032,PHI,0
52,PIT,ARI,Win,4,3,Day,16939,PIT,1
53,SDP,CHC,Win,5,2,Day,41414,SD,1
52,SEA,COL,Win,6,5,Day,40298,SEA,0
53,SFG,WSN,Loss,0,3,Day,41969,SF,0
48,STL,LAD,Loss,1,5,Day,46241,STL,0
54,TBR,TEX,Win,10,8,Night,35914,TB,2
52,TEX,TBR,Loss,8,10,Night,35914,TEX,2
51,TOR,CIN,Win,17,2,Night,29844,TOR,3
50,WSN,SFG,Win,3,0,Day,41969,WSH,1
54,ARI,PIT,Win,3,0,Night,14996,ARI,0
50,ATL,LAA,Loss,3,9,Night,32028,ATL,2
50,BAL,NYY,Loss,3,8,Night,16126,BAL,0
51,BOS,CHW,Win,13,7,Night,21852,BOS,6
51,CHC,SDP,Loss,2,6,Night,33232,CHC,1
51,CHW,BOS,Loss,7,13,Night,21852,CHW,2
51,CIN,TOR,Loss,4,6,Night,32747,CIN,3
50,CLE,OAK,Win,9,4,Night,14184,CLE,2
54,COL,SEA,Loss,4,10,Night,33258,COL,0
52,DET,KCR,Loss,0,1,Night,21864,DET,0
53,HOU,MIN,Win,7,2,Night,22616,HOU,1
51,KCR,DET,Win,1,0,Night,21864,KC,0
55,LAA,ATL,Win,9,3,Night,32028,LAA,1
53,LAD,STL,Win,9,4,Night,38466,LAD,0
50,MIA,PHI,Win,7,2,Night,16241,MIA,2
52,MIL,NYM,Loss,4,5,Night,24457,MIL,0
48,MIN,HOU,Loss,2,7,Night,22616,MIN,0
50,NYM,MIL,Win,5,4,Night,24457,NYM,1
49,NYY,BAL,Win,8,3,Night,16126,NYY,4
51,OAK,CLE,Loss,4,9,Night,14184,OAK,0
50,PHI,MIA,Loss,2,7,Night,16241,PHI,1
53,PIT,ARI,Loss,0,3,Night,14996,PIT,0
54,SDP,CHC,Win,6,2,Night,33232,SD,1
53,SEA,COL,Win,10,4,Night,33258,SEA,2
54,SFG,WSN,Loss,3,6,Night,41266,SF,0
49,STL,LAD,Loss,4,9,Night,38466,STL,1
55,TBR,TEX,Loss,5,9,Night,22942,TB,3
53,TEX,TBR,Win,9,5,Night,22942,TEX,2
52,TOR,CIN,Win,6,4,Night,32747,TOR,4
51,WSN,SFG,Win,6,3,Night,41266,WSH,0
55,ARI,PIT,Win,6,5,Day,20990,ARI,2
51,ATL,LAA,Loss,1,2,Night,35795,ATL,1
51,BAL,NYY,Win,10,4,Night,22983,BAL,2
52,BOS,CHW,Win,4,1,Night,19075,BOS,0
52,CHC,SDP,Loss,1,2,Day,23995,CHC,0
52,CHW,BOS,Loss,1,4,Night,19075,CHW,0
52,CIN,TOR,Loss,4,5,Day,44058,CIN,2
51,CLE,OAK,Loss,1,3,Night,16784,CLE,1
55,COL,SEA,Loss,0,5,Night,16750,COL,0
53,DET,KCR,Win,6,5,Night,24347,DET,2
54,HOU,MIN,Win,17,6,Day,25593,HOU,6
52,KCR,DET,Loss,5,6,Night,24347,KC,0
56,LAA,ATL,Win,2,1,Night,35795,LAA,1
54,LAD,STL,Loss,1,2,Night,40304,LAD,0
51,MIA,PHI,Win,10,2,Day,15197,MIA,3
53,MIL,NYM,Win,7,1,Night,26517,MIL,2
49,MIN,HOU,Loss,6,17,Day,25593,MIN,3
51,NYM,MIL,Loss,1,7,Night,26517,NYM,0
50,NYY,BAL,Loss,4,10,Night,22983,NYY,0
52,OAK,CLE,Win,3,1,Night,16784,OAK,2
51,PHI,MIA,Loss,2,10,Day,15197,PHI,0
54,PIT,ARI,Loss,5,6,Day,20990,PIT,1
55,SDP,CHC,Win,2,1,Day,23995,SD,1
54,SEA,COL,Win,5,0,Night,16750,SEA,0
55,SFG,WSN,Loss,1,3,Night,41371,SF,0
50,STL,LAD,Win,2,1,Night,40304,STL,1
56,TBR,TEX,Win,7,5,Night,24410,TB,4
54,TEX,TBR,Loss,5,7,Night,24410,TEX,0
53,TOR,CIN,Win,5,4,Day,44058,TOR,2
52,WSN,SFG,Win,3,1,Night,41371,WSH,1
56,ARI,MIA,Win,3,2,Night,16433,ARI,0
52,BAL,BOS,Win,7,5,Night,20150,BAL,4
53,BOS,BAL,Loss,5,7,Night,20150,BOS,1
52,CLE,OAK,Win,8,0,Day,19767,CLE,0
56,COL,SEA,Win,6,3,Day,21536,COL,2
57,LAA,MIN,Loss,2,4,Night,33426,LAA,2
55,LAD,STL,Loss,0,2,Day,40477,LAD,0
52,MIA,ARI,Loss,2,3,Night,16433,MIA,0
54,MIL,NYM,Win,2,1,Day,35123,MIL,0
50,MIN,LAA,Win,4,2,Night,33426,MIN,1
52,NYM,MIL,Loss,1,2,Day,35123,NYM,1
51,NYY,TOR,Win,12,2,Night,37722,NYY,2
53,OAK,CLE,Loss,0,8,Day,19767,OAK,0
55,SEA,COL,Loss,3,6,Day,21536,SEA,1
51,STL,LAD,Win,2,0,Day,40477,STL,1
54,TOR,NYY,Loss,2,12,Night,37722,TOR,2
57,ARI,MIA,Loss,5,7,Night,17413,ARI,2
52,ATL,CIN,Loss,2,3,Night,27300,ATL,1
53,BAL,BOS,Win,3,2,Night,33193,BAL,2
54,BOS,BAL,Loss,2,3,Night,33193,BOS,1
53,CHC,STL,Win,3,2,Day,41051,CHC,1
53,CHW,DET,Loss,5,15,Night,28619,CHW,0
53,CIN,ATL,Win,3,2,Night,27300,CIN,1
53,CLE,KCR,Loss,0,4,Night,33408,CLE,0
57,COL,SDP,Loss,5,8,Night,20932,COL,0
54,DET,CHW,Win,15,5,Night,28619,DET,3
55,HOU,TEX,Win,7,1,Night,39729,HOU,2
53,KCR,CLE,Win,4,0,Night,33408,KC,1
58,LAA,MIN,Loss,5,11,Night,39042,LAA,1
56,LAD,MIL,Win,2,1,Night,30140,LAD,2
53,MIA,ARI,Win,7,5,Night,17413,MIA,3
55,MIL,LAD,Loss,1,2,Night,30140,MIL,1
51,MIN,LAA,Win,11,5,Night,39042,MIN,3
53,NYM,PIT,Loss,7,12,Night,33047,NYM,3
52,NYY,TOR,Loss,5,7,Night,44261,NYY,2
54,OAK,WSN,Loss,3,13,Night,20813,OAK,2
52,PHI,SFG,Loss,0,10,Night,22491,PHI,0
55,PIT,NYM,Win,12,7,Night,33047,PIT,3
56,SDP,COL,Win,8,5,Night,20932,SD,3
56,SEA,TBR,Win,12,4,Night,27933,SEA,2
56,SFG,PHI,Win,10,0,Night,22491,SF,0
52,STL,CHC,Loss,2,3,Day,41051,STL,1
57,TBR,SEA,Loss,4,12,Night,27933,TB,3
55,TEX,HOU,Loss,1,7,Night,39729,TEX,1
55,TOR,NYY,Win,7,5,Night,44261,TOR,3
53,WSN,OAK,Win,13,3,Night,20813,WSH,5
58,ARI,MIA,Loss,0,3,Day,21548,ARI,0
53,ATL,CIN,Win,6,5,Day,26485,ATL,2
54,BAL,BOS,Loss,2,5,Night,35470,BAL,1
55,BOS,BAL,Win,5,2,Night,35470,BOS,1
54,CHC,STL,Win,5,3,Day,41164,CHC,2
54,CHW,DET,Loss,1,10,Day,33188,CHW,0
54,CIN,ATL,Loss,5,6,Day,26485,CIN,1
54,CLE,KCR,Loss,5,12,Day,26497,CLE,2
58,COL,SDP,Win,10,1,Day,20996,COL,2
55,DET,CHW,Win,10,1,Day,33188,DET,4
56,HOU,TEX,Win,6,5,Night,44168,HOU,2
54,KCR,CLE,Win,12,5,Day,26497,KC,1
59,LAA,MIN,Win,7,2,Night,40236,LAA,3
57,LAD,MIL,Win,10,8,Day,34354,LAD,1
54,MIA,ARI,Win,3,0,Day,21548,MIA,0
56,MIL,LAD,Loss,8,10,Day,34354,MIL,3
52,MIN,LAA,Loss,2,7,Night,40236,MIN,1
54,NYM,PIT,Win,4,2,Night,34035,NYM,3
53,NYY,TOR,Win,7,0,Day,47226,NYY,4
55,OAK,WSN,Win,10,4,Day,23921,OAK,4
53,PHI,SFG,Win,5,3,Day,32413,PHI,1
56,PIT,NYM,Loss,2,4,Night,34035,PIT,1
57,SDP,COL,Loss,1,10,Day,20996,SD,1
57,SEA,TBR,Win,9,2,Night,26995,SEA,2
57,SFG,PHI,Loss,3,5,Day,32413,SF,0
53,STL,CHC,Loss,3,5,Day,41164,STL,1
58,TBR,SEA,Loss,2,9,Night,26995,TB,2
56,TEX,HOU,Loss,5,6,Night,44168,TEX,0
56,TOR,NYY,Loss,0,7,Day,47226,TOR,0
54,WSN,OAK,Loss,4,10,Day,23921,WSH,1
59,ARI,MIA,Loss,5,6,Day,20387,ARI,0
54,ATL,CIN,Win,13,8,Day,26227,ATL,3
55,BAL,BOS,Loss,3,7,Day,31819,BAL,0
56,BOS,BAL,Win,7,3,Day,31819,BOS,2
55,CHC,STL,Win,7,6,Night,39868,CHC,2
55,CHW,DET,Loss,4,7,Day,30208,CHW,1
55,CIN,ATL,Loss,8,13,Day,26227,CIN,3
55,CLE,KCR,Win,8,0,Day,28185,CLE,1
59,COL,SDP,Win,3,1,Day,24763,COL,0
56,DET,CHW,Win,7,4,Day,30208,DET,2
57,HOU,TEX,Win,7,2,Day,39204,HOU,4
55,KCR,CLE,Loss,0,8,Day,28185,KC,0
60,LAA,MIN,Loss,2,3,Day,39701,LAA,0
58,LAD,MIL,Loss,0,3,Day,30330,LAD,0
55,MIA,ARI,Win,6,5,Day,20387,MIA,1
57,MIL,LAD,Win,3,0,Day,30330,MIL,2
53,MIN,LAA,Win,3,2,Day,39701,MIN,2
55,NYM,PIT,Loss,1,11,Day,35323,NYM,0
54,NYY,TOR,Loss,2,3,Day,46782,NYY,0
56,OAK,WSN,Loss,10,11,Day,21265,OAK,2
54,PHI,SFG,Win,9,7,Day,25063,PHI,4
57,PIT,NYM,Win,11,1,Day,35323,PIT,1
58,SDP,COL,Loss,1,3,Day,24763,SD,1
58,SEA,TBR,Win,7,1,Day,28579,SEA,1
58,SFG,PHI,Loss,7,9,Day,25063,SF,2
54,STL,CHC,Loss,6,7,Night,39868,STL,1
59,TBR,SEA,Loss,1,7,Day,28579,TB,0
57,TEX,HOU,Loss,2,7,Day,39204,TEX,1
57,TOR,NYY,Win,3,2,Day,46782,TOR,2
55,WSN,OAK,Win,11,10,Day,21265,WSH,3
55,ATL,PHI,Loss,4,11,Night,20942,ATL,0
56,CHC,MIA,Win,3,1,Night,34037,CHC,2
56,CIN,STL,Win,4,2,Night,16325,CIN,0
58,HOU,KCR,Win,7,3,Night,21892,HOU,2
56,KCR,HOU,Loss,3,7,Night,21892,KC,1
59,LAD,WSN,Loss,2,4,Night,46289,LAD,0
56,MIA,CHC,Loss,1,3,Night,34037,MIA,0
58,MIL,SFG,Loss,2,7,Night,21452,MIL,0
57,OAK,TOR,Win,5,3,Night,12890,OAK,2
55,PHI,ATL,Win,11,4,Night,20942,PHI,3
59,SFG,MIL,Win,7,2,Night,21452,SF,1
55,STL,CIN,Loss,2,4,Night,16325,STL,0
58,TOR,OAK,Loss,3,5,Night,12890,TOR,1
56,WSN,LAD,Win,4,2,Night,46289,WSH,1
60,ARI,SDP,Win,10,2,Night,25883,ARI,1
56,ATL,PHI,Loss,1,3,Night,23489,ATL,0
56,BAL,PIT,Win,6,5,Night,26724,BAL,4
57,BOS,NYY,Win,5,4,Night,41516,BOS,3
57,CHC,MIA,Win,10,2,Night,34082,CHC,1
56,CHW,TBR,Win,4,2,Night,14590,CHW,3
57,CIN,STL,Win,13,1,Night,18620,CIN,4
56,CLE,COL,Loss,3,11,Night,39508,CLE,2
60,COL,CLE,Win,11,3,Night,39508,COL,3
